0.20384403	-0.73790927	0.64337977
-0.79648023	0.54840123	0.25470639
-0.50605465	-0.02896531	-0.86201491
-0.47372697	-0.04051408	-0.87973937
-0.76954479	0.31497457	0.55551042
0.09558966	-0.97424161	0.20424473
-0.43520705	0.67891040	0.59133366
0.73830082	-0.30150102	-0.60333161
-0.66223712	-0.04658048	-0.74784507
-0.05891169	-0.86391496	0.50018032
0.78522304	0.51026203	-0.35079543
0.17444918	0.17889645	-0.96827865
-0.11736151	0.99308879	-0.00096980
0.16482693	-0.71143490	-0.68314894
0.56301139	-0.70629056	0.42915244
-0.32827933	0.74226230	0.58419120
-0.01517163	0.84962833	0.52716366
0.03556633	0.31792465	-0.94744866
-0.79444409	0.42205259	0.43672667
-0.39413206	0.14399216	0.90770379
0.53428656	-0.26456211	-0.80283545
-0.00276342	-0.95506935	-0.29636955
-0.54396207	-0.55201221	0.63197135
0.35414922	-0.93359793	0.05452735
0.15583957	0.14024236	-0.97777610
-0.21426980	-0.97670505	-0.01164891
0.12713876	-0.63513318	-0.76186717
0.73147389	0.23471112	-0.64020047
-0.20735226	0.17883924	0.96178041
0.05753554	0.14013359	0.98845953
-0.87567572	-0.43627273	0.20702204
0.18934941	-0.90194086	0.38813592
0.77768673	0.60357915	0.17577136
-0.17048252	-0.18600368	0.96764577
-0.65772345	-0.28097819	-0.69889279
0.84234659	0.00030846	-0.53893610
-0.37648665	0.76377913	-0.52430834
-0.01098196	0.82728134	-0.56168050
-0.58603837	0.33452092	-0.73800730
-0.81451213	0.53360498	0.22767457
0.81393474	-0.57974492	-0.03749748
-0.01526603	-0.18113751	-0.98333929
0.95527818	0.17865796	0.23563729
0.13135134	-0.57376479	-0.80841870
0.42937383	0.38708268	0.81596882
-0.67810313	-0.70192488	-0.21789357
0.72066490	0.56494671	-0.40184240
-0.58036046	0.81435538	-0.00265782
0.50040762	0.30086200	0.81183389
-0.06303303	-0.02495977	0.99769928
-0.48257608	0.26949480	-0.83336239
0.47153062	0.34612210	-0.81108469
-0.15197077	-0.75327078	0.63991251
0.20633562	-0.30187202	-0.93075179
-0.22860661	0.97239076	-0.04685324
0.58486092	0.42504685	-0.69084939
-0.21345972	-0.73526624	0.64328726
0.83112882	0.04403333	-0.55433379
0.46230100	-0.62171976	0.63225179
0.47997262	-0.66363833	0.57376863
0.55289226	0.62485165	-0.55124456
-0.63013416	0.09419084	-0.77075224
0.60879583	0.20633911	-0.76602338
-0.22193893	0.92263861	0.31540625
0.55898687	-0.82881334	0.02453826
0.26507090	-0.88844449	-0.37470497
-0.09728975	0.04139301	-0.99439495
0.28365562	0.64924768	-0.70570316
-0.50764792	-0.83382873	0.21684844
0.30650370	-0.12309444	0.94387671
0.54669666	-0.11964178	-0.82873916
0.00756535	0.33544383	0.94202983
0.67435396	-0.61820684	-0.40381560
-0.16792891	0.33822874	-0.92595961
-0.07626576	0.93277758	0.35229182
-0.60699898	-0.13207937	0.78364997
-0.58378794	-0.80223193	-0.12496229
-0.41093531	0.87642525	-0.25101983
0.80689787	-0.31061232	0.50242992
-0.49076139	-0.84533626	0.21109210
-0.24782645	0.89652191	-0.36719274
-0.37011719	0.60275532	-0.70689411
0.87541299	0.22793300	0.42626123
0.78348633	-0.51173634	-0.35252673
-0.55834314	0.76504389	-0.32087503
-0.25262261	0.03640299	-0.96687985
0.45885486	0.29433585	0.83834278
-0.25649233	0.09878105	-0.96148530
0.43613788	0.53636741	0.72256056
0.47683630	0.87868359	-0.02328720
0.73509054	-0.31826574	0.59862243
0.90510869	0.26820117	0.32991876
-0.12251354	0.40588565	0.90567504
-0.52618424	-0.24421192	0.81454937
-0.07713818	-0.74424833	0.66343359
-0.72759089	-0.54498067	-0.41666240
-0.08976414	0.92944387	0.35787775
0.18378085	0.22388456	-0.95713129
-0.26817299	0.92646115	0.26410791
-0.82686950	-0.13717325	0.54540841
-0.02065099	-0.98809441	0.15245647
0.95457393	0.13608180	-0.26508556
0.92944340	0.13478599	-0.34346426
-0.73647257	0.65989138	0.14883387
0.87402286	-0.34643705	0.34068375
-0.21845281	-0.80175491	0.55629796
-0.23304158	-0.22108766	-0.94700151
-0.95745344	0.08001167	-0.27727432
